,FundingRate,LongPct,LongShortRatio,ShortPct,etf_flow_proxy,FundingRate_EMA3,FundingRate_Pct90d
2023-09-15,1.3863333333333333e-05,,,,3366300.0,8.761409889111557e-06,0.4589506172839506
2023-09-16,-2.9540000000000002e-05,,,,3366300.0,-2.5084189439828603e-05,0.1398148148148148
2023-09-17,8.96e-06,,,,3366300.0,7.369831763405238e-06,0.49320987654320986
2023-09-18,-2.2343333333333333e-05,,,,7375000.0,-1.9261576807633135e-05,0.2682098765432099
2023-09-19,-2.3500000000000004e-06,,,,5751700.0,-4.428577108278481e-06,0.43788580246913583
2023-09-20,-2.4606666666666666e-05,,,,5086400.0,-2.4921184910699353e-05,0.2182098765432099
2023-09-21,3.860916666666666e-05,,,,3995600.0,3.5101421724363074e-05,0.7874228395061729
2023-09-22,1.036e-05,,,,4323800.0,1.256210158811043e-05,0.5966049382716049
2023-09-23,2.8136666666666668e-05,,,,4323800.0,2.8935558109061018e-05,0.7016975308641976
2023-09-24,2.072e-05,,,,4323800.0,1.9603445288174835e-05,0.658641975308642
2023-09-25,4.0323333333333334e-05,,,,4015600.0,3.952645094584099e-05,0.733641975308642
2023-09-26,1.6699999999999993e-06,,,,3805100.0,1.3397299459944732e-06,0.43070987654320986
2023-09-27,5.405583333333333e-05,,,,5163100.0,5.5522476196421984e-05,0.8034722222222223
2023-09-28,-1.8796666666666666e-05,,,,8374000.0,-1.5963770506929784e-05,0.23719135802469135
2023-09-29,-1.995e-05,,,,4047800.0,-2.2109895790642728e-05,0.2652777777777778
2023-09-30,1.344e-05,,,,4047800.0,1.2997411419382943e-05,0.5746913580246914
2023-10-01,-8.623333333333333e-06,,,,4047800.0,-7.047137632424945e-06,0.29398148148148145
2023-10-02,1.694e-05,,,,9177100.0,1.661156051255439e-05,0.5168209876543209
2023-10-03,2.7796666666666668e-05,,,,4591400.0,2.6144544451652598e-05,0.6936728395061729
2023-10-04,3.124666666666667e-05,,,,4880400.0,3.346266994332042e-05,0.6416666666666667
2023-10-05,-3.5409166666666666e-05,,,,5868600.0,-3.561927983382325e-05,0.11257716049382716
2023-10-06,-9.396666666666666e-06,,,,6951600.0,-9.057593157571346e-06,0.3787037037037037
2023-10-07,2.3520000000000002e-05,,,,6951600.0,2.134620436856589e-05,0.744753086419753
2023-10-08,2.122833333333333e-05,,,,6951600.0,1.9953068387033802e-05,0.6292438271604938
2023-10-09,5.115e-05,,,,4398100.0,5.003562335593909e-05,0.8848765432098765
2023-10-10,4.263666666666667e-05,,,,5264500.0,4.400475822931767e-05,0.7959876543209877
2023-10-11,6.855666666666667e-05,,,,7125300.0,6.781120095661332e-05,0.9243827160493828
2023-10-12,6.655e-05,,,,3723700.0,6.61503514732143e-05,0.8157407407407408
2023-10-13,2.2196666666666667e-05,,,,3144100.0,2.4263788313240895e-05,0.4484567901234568
2023-10-14,1.5906666666666665e-05,,,,3144100.0,1.5852446720304387e-05,0.38966049382716045
2023-10-15,1.669e-05,,,,3144100.0,1.678292546709061e-05,0.44429012345679014
2023-10-16,3.394333333333334e-05,,,,33507800.0,3.087064369686e-05,0.46141975308641975
2023-10-17,-2.0466666666666673e-06,,,,4536200.0,2.912751960718256e-06,0.16157407407407406
2023-10-18,-9.716666666666666e-06,,,,3462000.0,-1.1353731443792463e-05,0.14845679012345678
2023-10-19,-4.236166666666667e-05,,,,5784700.0,-3.711239449376751e-05,0.09899691358024691
2023-10-20,-2.0160833333333335e-05,,,,8132600.0,-2.584799562448628e-05,0.3792438271604938
2023-10-21,2.872e-05,,,,8132600.0,2.741270769570794e-05,0.5757716049382716
2023-10-22,2.7536666666666667e-05,,,,8132600.0,2.8665136368833442e-05,0.7114197530864197
2023-10-23,6.479416666666666e-05,,,,21067400.0,6.579212003567137e-05,0.7868055555555555
2023-10-24,0.0001,,,,36921600.0,9.613242447021327e-05,0.9787037037037036
2023-10-25,0.0001,,,,16367400.0,9.999999976947454e-05,0.9342592592592592
2023-10-26,0.0001,,,,13609500.0,9.999999999999998e-05,0.8898148148148147
2023-10-27,0.0001,,,,12549300.0,9.999999999999999e-05,0.8453703703703703
2023-10-28,0.0001,,,,12549300.0,9.999999999999999e-05,0.8009259259259259
2023-10-29,0.0001,,,,12549300.0,9.999999999999999e-05,0.7564814814814814
2023-10-30,0.0001,,,,10682400.0,9.999999999999999e-05,0.712037037037037
2023-10-31,0.0001,,,,8504900.0,9.999999999999999e-05,0.6675925925925926
2023-11-01,0.0001,,,,20233600.0,9.999999999999999e-05,0.6231481481481481
2023-11-02,0.0001,,,,13341100.0,9.999999999999999e-05,0.5787037037037037
2023-11-03,0.0001,,,,11186000.0,9.999999999999999e-05,0.5342592592592593
2023-11-04,0.0001,,,,11186000.0,9.999999999999999e-05,0.5030092592592593
2023-11-05,0.0001,,,,11186000.0,9.999999999999999e-05,0.5018518518518519
2023-11-06,0.0001,,,,4749300.0,9.999999999999999e-05,0.5018518518518519
2023-11-07,0.0001,,,,18011400.0,9.999999999999999e-05,0.5018518518518519
2023-11-08,0.0001,,,,13128900.0,9.999999999999999e-05,0.5018518518518519
2023-11-09,0.00013342333333333332,,,,40294000.0,0.00012926173665364583,0.6657407407407407
2023-11-10,0.00010560666666666666,,,,10866500.0,0.00010976553616196334,0.6410493827160494
2023-11-11,0.00013751666666666666,,,,10866500.0,0.0001355795807138405,0.7901234567901234
2023-11-12,0.00021890416666666668,,,,10866500.0,0.00021368076932939376,0.9736882716049382
2023-11-13,0.00021284000000000003,,,,7669200.0,0.00021564703014743445,0.8848765432098765
2023-11-14,0.00016154833333333334,,,,19778700.0,0.0001640329316227603,0.7787808641975308
2023-11-15,0.0001,,,,18999800.0,0.00010187158192607353,0.30925925925925923
2023-11-16,0.00012537041666666666,,,,13314700.0,0.00012452091532736513,0.5591820987654321
2023-11-17,0.0001,,,,13268900.0,0.00010084950140022231,0.2796296296296296
2023-11-18,0.0001,,,,13268900.0,0.00010000000005063424,0.2796296296296296
2023-11-19,0.0001,,,,13268900.0,0.00010000000000000003,0.2796296296296296
2023-11-20,0.0001,,,,12925800.0,0.0001,0.2798611111111111
2023-11-21,0.0001,,,,20478700.0,0.0001,0.2972993827160494
2023-11-22,0.0001,,,,14210300.0,0.0001,0.31350308641975305
2023-11-23,0.0001,,,,14210300.0,0.0001,0.3509259259259259
2023-11-24,0.0001,,,,13038000.0,0.0001,0.39537037037037037
2023-11-25,0.0001,,,,13038000.0,0.0001,0.4398148148148148
2023-11-26,0.0001,,,,13038000.0,0.0001,0.4710648148148148
2023-11-27,0.0001,,,,10118300.0,0.0001,0.47646604938271603
2023-11-28,0.0001,,,,15731400.0,0.0001,0.5006944444444444
2023-11-29,0.0001,,,,11799900.0,0.0001,0.5018518518518519
2023-11-30,0.0001,,,,5931100.0,0.0001,0.5018518518518519
2023-12-01,0.0001,,,,14050000.0,0.0001,0.5018518518518519
2023-12-02,8.488e-05,,,,14050000.0,8.549044982150197e-05,0.02006172839506173
2023-12-03,0.0001,,,,14050000.0,9.938955021488367e-05,0.5462962962962963
2023-12-04,0.0001,,,,21862800.0,9.999999996361437e-05,0.5462962962962963
2023-12-05,0.0001,,,,28494300.0,9.999999999999999e-05,0.5462962962962963
2023-12-06,0.0001,,,,12748900.0,9.999999999999999e-05,0.5462962962962963
2023-12-07,0.0001,,,,9733700.0,9.999999999999999e-05,0.5462962962962963
2023-12-08,0.00017843333333333335,,,,17981600.0,0.00017416096013387044,0.8345679012345678
2023-12-09,0.00019618333333333332,,,,17981600.0,0.0001974380531108952,0.9441358024691358
2023-12-10,0.00021676666666666669,,,,17981600.0,0.00021398882972576536,0.9342592592592592
2023-12-11,0.00011576666666666668,,,,25910300.0,0.00012156212672897158,0.5373456790123458
2023-12-12,0.0001,,,,9267000.0,0.00010000003030049562,0.412962962962963
2023-12-13,0.00011455708333333334,,,,17117400.0,0.0001134812617267438,0.7341820987654321
2023-12-14,0.0001,,,,13838000.0,0.00010107582154246737,0.32523148148148145
2023-12-15,0.0001,,,,10281600.0,0.00010000000006412398,0.32407407407407407
2023-12-16,0.0001,,,,10281600.0,0.00010000000000000003,0.32407407407407407
2023-12-17,0.0001,,,,10281600.0,0.0001,0.32407407407407407
2023-12-18,0.00013128458333333334,,,,9748100.0,0.00012895575657593706,0.6350308641975309
2023-12-19,0.0001,,,,15240600.0,0.00010232882661858737,0.2968364197530864
