date,Tx_Fees_USD,Hash_Rate_THs,Network_Difficulty,Hash_Rate_14d_MA,Tx_Fees_Spike_Zscore
2022-06-02,587634.9052523779,185776037.10742992,29897409688834.0,210192708.6968877,0.8588711729693962
2022-06-03,541594.6421637671,212527786.45089987,29897409688834.0,211169830.12806734,0.5180192740647052
2022-06-04,374215.60924172506,206582953.2634621,29897409688834.0,210945570.279731,-0.6887167770767834
2022-06-05,282134.554208358,216986411.34147817,29897409688834.0,212906950.92100015,-1.3274849052269793
2022-06-06,404733.27444309177,222931244.5289159,29897409688834.0,211076317.81463835,-0.4518912507675422
2022-06-07,354685.45004411275,240765744.0912292,29897409688834.0,214958150.89161998,-0.7970958566822005
2022-06-08,330221.24378673674,266405768.7361438,30107694713067.656,218287052.99580798,-0.9556507516166118
2022-06-09,304847.75321190007,219787040.37955952,30283293547737.0,219017886.60454926,-1.1172608958025063
2022-06-10,400568.7534864544,221292431.06709072,30283293547737.0,220174721.32601276,-0.4544681047384606
2022-06-11,325582.52740843437,231830165.87980935,30283293547737.0,221022674.03634217,-0.9943580193381842
2022-06-12,271033.2229649318,191184617.31646615,30283293547737.0,218861215.54237148,-1.3589498720802657
2022-06-13,679037.9438483684,200216961.44165352,30283293547737.0,216814135.8084643,1.474046234197074
2022-06-14,577049.1482222665,219787040.37955952,30283293547737.0,217014180.73975584,0.7495607170869107
2022-06-15,550303.303617682,248389463.44265285,30283293547737.0,220318833.24473932,0.5537570851429816
2022-06-16,498304.11232649424,179141491.81621632,30283293547737.0,219844937.15250978,0.18808320220481647
2022-06-17,450829.60617677245,162582194.2533728,30283293547737.0,216277394.8526864,-0.15085213083388826
2022-06-18,402940.15164546005,234840947.25487182,30283293547737.0,218295822.99492997,-0.5001994745840662
2022-06-19,248938.44359071122,200216961.44165352,30283293547737.0,217098005.14494252,-1.5551751875234454
2022-06-20,314275.24717312714,198711570.75412232,30283293547737.0,215368028.44674295,-1.0820287615983362
2022-06-21,343328.59049285343,225808603.12968442,30283293547737.0,214299661.23520404,-0.8686569159513223
2022-06-22,343753.0714500896,193273708.26929793,30139562945443.56,209075942.63042936,-0.8508785578864553
2022-06-23,306209.88899138826,223431040.49785998,29570168636358.0,209336228.3531651,-1.083917911076563
2022-06-24,341750.8269213575,189622396.21199957,29570168636358.0,207074083.00637287,-0.8374597134619104
2022-06-25,284219.0589100665,221961099.44195303,29570168636358.0,206369149.68938312,-1.2206772954517133
2022-06-26,272579.86785660125,202851865.7151624,29570168636358.0,207202524.5750043,-1.2706069826098354
2022-06-27,302402.9144408091,199911983.60334843,29570168636358.0,207180740.44369677,-1.0504157439427741
2022-06-28,298253.1590447816,214611394.16241816,29570168636358.0,206811051.42818668,-1.0556356282789157
2022-06-29,271386.8025987848,221961099.44195303,29570168636358.0,204923311.1424224,-1.2180954001960196
2022-06-30,318384.6255127118,251359920.5600925,29570168636358.0,210081770.33841357,-0.900114363036743
2022-07-01,352932.1935140361,196972101.49153444,29570168636358.0,212538192.28399655,-0.6376208561518212
2022-07-02,255815.02017086363,202851865.7151624,29570168636358.0,210253257.888303,-1.3020113627170613
2022-07-03,191712.56073333576,227840863.6655809,29570168636358.0,212226393.7614407,-1.7063537183553192
2022-07-04,265535.32030536997,210201570.99469727,29570168636358.0,213047108.0643389,-1.1630657670046791
2022-07-05,393356.5447666223,173453044.59702292,29570168636358.0,209307425.31200594,-0.2680213283240338
2022-07-06,499818.9157688096,186682514.1001857,29570168636358.0,208836625.7284979,0.46754823918381994
2022-07-07,508154.0345468441,227544125.37384427,29155457214820.32,209130417.50535393,0.5246405215070572
2022-07-08,496173.3772984678,214480636.40419686,29152798808272.0,210906006.09051087,0.4302250093630276
2022-07-09,348228.7241509212,194191927.5551512,29152798808272.0,208922493.81288216,-0.6053221041973768
2022-07-10,271061.58837328653,221726603.8502846,29152798808272.0,210270689.39396232,-1.123422574174351
2022-07-11,314036.0686056183,178250799.1737582,29152798808272.0,208723461.9347059,-0.8137336448713941
2022-07-12,349067.6594000765,218828216.87184954,29152798808272.0,209024663.55680814,-0.5610697594959753
2022-07-13,451918.31838336453,159411283.8139301,29152798808272.0,204556819.58337793,0.14801390465558506
2022-07-14,637108.448284131,179699992.6629758,29152798808272.0,199438253.30501243,1.3901783618110752
2022-07-15,542463.7053770409,205785475.4688916,29152798808272.0,200067780.01768082,0.7259580951404416
2022-07-16,381764.44899656996,214480636.40419686,29152798808272.0,200898406.495469,-0.39477318081125656
2022-07-17,346081.88142208324,179699992.6629758,29152798808272.0,197459772.85242575,-0.6436808865835998
2022-07-18,488794.157542295,189844347.0874986,29152798808272.0,196005685.430483,0.3406914878266322
2022-07-19,600587.1298141697,199988701.51202142,29152798808272.0,197901089.49584004,1.0942469544903795
2022-07-20,605317.4314049842,182598379.64141086,29152798808272.0,197609365.60592756,1.107595906368592
2022-07-21,554844.6492554334,199187652.45519632,28827135813162.805,195583903.25459555,0.7496919553124306
2022-07-22,503340.0015334537,181711862.6387281,27692567959234.0,193243276.5570621,0.3847006791152088
2022-07-23,302210.73167154164,211997173.07851613,27692567959234.0,194515079.80873102,-1.00226491424096
2022-07-24,241651.79719834562,216126988.13848722,27692567959234.0,194115107.25788835,-1.3852454274504518
2022-07-25,280184.4897517384,195477912.83863172,27692567959234.0,195345615.37680787,-1.1022564165502793
2022-07-26,305962.4367819519,220256803.19845834,27692567959234.0,195447657.2572799,-0.9135515644142128
2022-07-27,263174.8581732884,227139828.29841012,27692567959234.0,200285410.43474278,-1.1787201213452003
2022-07-28,379886.94895668235,194101307.8186414,27692567959234.0,201314075.8030046,-0.3876738485745093
2022-07-29,362410.66641707026,200984332.91859323,27692567959234.0,200971137.04941186,-0.5009669847181567
2022-07-30,300782.8526798365,177582047.57875702,27692567959234.0,198335523.56188044,-0.9134739092596422
2022-07-31,259810.11782821547,209243963.0385354,27692567959234.0,200445807.16013473,-1.1672727549190716
2022-08-01,335278.0420737481,187218282.71868956,27692567959234.0,200258231.1337912,-0.6628901055194495
2022-08-02,349221.78893697076,213373778.09850645,27692567959234.0,201214308.03282586,-0.5593549283360478
2022-08-03,361541.9814315851,199607727.89860287,27692567959234.0,202429261.47976813,-0.46196400563624923
2022-08-04,400519.49785891466,183173748.80206442,27915356836850.324,201285411.21883014,-0.1765523329445649
2022-08-05,450978.7836735004,210085555.03954557,28174668481289.0,203312103.53317425,0.18043319580456943
2022-08-06,314177.3512031741,225491829.07577893,28174668481289.0,204276007.53297874,-0.767620519900984
2022-08-07,258239.43886215353,222690688.3419183,28174668481289.0,204744843.26179522,-1.135364946558818
2022-08-08,379249.734736686,201682132.83796376,28174668481289.0,205188001.8331761,-0.2729003395201732
2022-08-09,535152.9695838011,200281562.47103348,28174668481289.0,203761198.92407432,0.8471342849703145
2022-08-10,446888.147411391,207284414.30568495,28174668481289.0,202342955.06745106,0.26261580960205616
2022-08-11,454876.1931731092,196079851.3702425,28174668481289.0,202484279.60685116,0.40522643004107706
2022-08-12,414181.11669189855,215687836.5072668,28174668481289.0,203534529.863185,0.10023857380314587
2022-08-13,283729.529100843,194679281.00331223,28174668481289.0,204755760.8220818,-1.0281396539569232
2022-08-14,194465.7082841325,186275858.8017304,28174668481289.0,203115181.94802427,-1.7817149823538005
2022-08-15,254584.43260306685,203082703.20489404,28174668481289.0,204248354.83989602,-1.2246122899108292
2022-08-16,282486.7297925103,207284414.30568495,28174668481289.0,203813400.28326592,-0.9547435281945331
2022-08-17,359841.95768733684,180673577.33400917,28174668481289.0,202460960.9572235,-0.2531955990241263
2022-08-18,349957.3746241123,202403376.03316846,28275424991711.293,203834505.75944522,-0.3278610985451861
2022-08-19,301084.4999925575,250867150.78611156,28351606743494.0,206747476.88419995,-0.7605934809401806
2022-08-20,191269.75759162643,209995536.33219454,28351606743494.0,205640598.83108678,-1.7037061265287778
2022-08-21,169408.6050414546,205767438.2852376,28351606743494.0,204431795.2556096,-1.8376021125433475
2022-08-22,230613.75702464877,204358072.2695853,28351606743494.0,204622933.7864397,-1.2744699497427199
2022-08-23,246063.06548807133,242410954.69219768,28351606743494.0,207632176.08795145,-1.1202929026218211
2022-08-24,210063.13066510804,205767438.2852376,28351606743494.0,207523820.6579195,-1.401981467894205
2022-08-25,235407.54522066904,224089196.48871768,28351606743494.0,209524488.166382,-1.1549819024219425
2022-08-26,239324.6099841017,248048418.754807,28351606743494.0,211835958.32692057,-1.1035239019094565
2022-08-27,176919.33598622086,204358072.2695853,28351606743494.0,212527300.56022578,-1.6130211451923702
2022-08-28,151466.72935182546,226907928.52002233,28351606743494.0,215429591.25438952,-1.7751318482082465
2022-08-29,220399.98335149765,221270464.45741308,28351606743494.0,216728717.0581409,-1.1687021048475923
2022-08-30,244433.2354160939,228317294.5356746,28351606743494.0,218231065.6459973,-0.9503739006134853
2022-08-31,266117.53509303636,219862688.89188153,30293716756044.19,221030287.90013102,-0.7502605193365474
2022-09-01,293638.01849510486,212503108.15739748,30977051760460.0,221751697.33757597,-0.4952200186984241
2022-09-02,367305.401443854,198644209.79930627,30977051760460.0,218021487.26708984,0.15175916658579852
2022-09-03,288197.36390521494,226362006.5154886,30977051760460.0,219190520.85161087,-0.5431205181295907
2022-09-04,207291.49201646016,258699436.01770127,30977051760460.0,222971377.83250114,-1.2250222915824445
2022-09-05,278168.07828852045,235601272.08754936,30977051760460.0,225203034.9623557,-0.598829312012671
2022-09-06,298845.81167768803,218662618.53877124,30977051760460.0,223506725.23711094,-0.41563113701935944
2022-09-07,279472.62615492824,224822128.92014512,30977051760460.0,224867774.56817576,-0.580821780265038
2022-09-08,296371.467703303,195564454.60861945,30977051760460.0,222830293.00531164,-0.424223370075694
2022-09-09,364026.87145324476,226362006.5154886,30977051760460.0,221281263.55964604,0.15933167013755883
2022-09-10,265602.99716557213,241760782.46892318,30977051760460.0,223952885.7167416,-0.6942505988650147
2022-09-11,220881.0827417805,281797599.94785315,30977051760460.0,227873576.53301522,-1.08402648162926
2022-09-12,287768.8613900755,235601272.08754936,30977051760460.0,228897205.6494535,-0.46048286782838443
2022-09-13,332316.77241553384,211972242.0735515,31125211237044.066,227729701.902159,-0.024415294893299484
2022-09-14,346134.913844618,202308899.97494468,32045359565303.0,226475859.8366635,0.12478525311879557
2022-09-15,345949.6760470888,234168569.26233754,32045359565303.0,228023392.77273065,0.13521354533187036
2022-09-16,375752.4052169082,203901883.4393143,32045359565303.0,228398940.88987413,0.42831575777455766
2022-09-17,340257.47020678606,270807188.94283926,32045359565303.0,231573596.77754202,0.07339726760286283
2022-09-18,242258.61860095646,245319453.51292506,32045359565303.0,230617883.74148655,-0.8720544581830344
2022-09-19,251549.24734533613,207087850.36805362,32045359565303.0,228581210.76152256,-0.7692520513577626
2022-09-20,282540.5117903557,242133486.58418575,32045359565303.0,230257701.33619505,-0.4617792386675567
2022-09-21,267330.1929291123,224610668.47611964,32045359565303.0,230242597.01876467,-0.6037784893326427
2022-09-22,245619.48590052914,203901883.4393143,32045359565303.0,230838127.64952856,-0.8003961475041532
2022-09-23,299663.80186264624,215052767.68990183,32045359565303.0,230030324.87627238,-0.28180699486558264
2022-09-24,214129.92439950415,232575585.79796788,32045359565303.0,229374239.39977556,-1.0940000279794206
2022-09-25,201420.1496474172,234168569.26233754,32045359565303.0,225972165.77938157,-1.1956625391016005
2022-09-26,276539.3053854019,238947519.65544644,32045359565303.0,226211183.46280283,-0.4785296845032803
2022-09-27,334954.83466625144,205494866.90368393,32045359565303.0,225748513.80781227,0.0699427510771587
2022-09-28,268851.819714818,234283743.87934902,31419898493798.69,228032431.22955543,-0.5529814451273954
2022-09-29,288328.4430977519,222928606.67506388,31360548173145.0,227229576.7590359,-0.3609737087058494
2022-09-30,324479.70042707416,263461080.61598453,31360548173145.0,231483805.12879804,-0.02495189668705496
2022-10-01,238647.35216568067,282168376.2810249,31360548173145.0,232295318.51009703,-0.851735974387639
2022-10-02,173738.54860556967,244753784.95094424,31360548173145.0,232254913.61281267,-1.4486895383094196
2022-10-03,222185.6990233273,240076961.03468415,31360548173145.0,234611278.66042915,-0.9685435878031936
2022-10-04,204803.09273770748,254107432.78346437,31360548173145.0,235466560.5318062,-1.111464163737241
2022-10-05,185366.49775952988,272814728.44850475,31360548173145.0,238909707.67269084,-1.2739653733766834
2022-10-06,204919.91509227967,247871667.56178424,31360548173145.0,242050406.53858155,-1.0659297698411188
2022-10-07,209185.35294800834,266578963.2268246,31360548173145.0,245730849.07693315,-1.0042702195189155
2022-10-08,130650.73916480702,272814728.44850475,31360548173145.0,248605073.5519715,-1.7204647182941717
2022-10-09,116395.60101539147,246312726.25636423,31360548173145.0,249472513.33725914,-1.801058741318004
2022-10-10,156355.74082471232,281762541.4868823,33738662001569.633,252530729.1823617,-1.393448099987004
2022-10-11,169311.50873222944,277924882.20287925,35610794164372.0,257704301.7037328,-1.2464180440700618
2022-10-12,180260.26231606383,242520438.6101558,35610794164372.0,258292637.04164758,-1.1538495183062234
2022-10-13,281487.92034946993,253141771.68797284,35610794164372.0,260450720.25685534,-0.14620636390446237
2022-10-14,292262.39580576,276154660.02324307,35610794164372.0,261357404.50023097,-0.028090245700538256
2022-10-15,178198.48147403006,269073771.3046984,35610794164372.0,260422075.5733505,-1.1529910081364672
2022-10-16,158771.05159825002,254911993.867609,35610794164372.0,261147661.92454085,-1.3271780240280848
2022-10-17,253749.47488420998,265533326.94542602,35610794164372.0,262965973.77530813,-0.34377197527443065
2022-10-18,325396.9735797401,251371549.5083366,35610794164372.0,262770553.54137042,0.4955223927597134
2022-10-19,327041.1449918101,267303549.1250622,35610794164372.0,262376897.87541023,0.5762163925051982
2022-10-20,244905.0111552099,256682216.04724517,35610794164372.0,263006222.76722887,-0.41267509825295556
2022-10-21,225041.12509550003,276154660.02324307,35610794164372.0,263690201.1098302,-0.6547222801800521
2022-10-22,178006.63267194008,240750216.43051958,35610794164372.0,261399878.82283124,-1.2370583998725808
2022-10-23,149734.14919422998,274506216.9071191,35626599175758.016,263413699.58359948,-1.5553214637151984
2022-10-24,231456.75423753003,249031192.74934924,36835682546788.0,261075746.1023471,-0.5228810920157796
2022-10-25,332949.2130373399,223395628.7898574,36835682546788.0,257180799.42998838,0.7333399833170744
2022-10-26,483968.7471567702,283822315.2658024,36835682546788.0,260130933.4768203,2.529054274960217
2022-10-27,358123.2221378599,247200081.03795698,36835682546788.0,259706527.00181913,1.0054513345356308
2022-10-28,382498.81249143,291146762.1113715,36835682546788.0,260777391.4366855,1.278626223786965
2022-10-29,305071.30493723997,261848974.7290952,36835682546788.0,260261334.5384281,0.34197876712931846
2022-10-30,264021.37503985,247200081.03795698,36835682546788.0,259710483.6220244,-0.14197510969909957
2022-10-31,316121.33494646003,316782326.0708633,36835682546788.0,263371126.4166985,0.4914798870569164
2022-11-01,311511.4902281199,263680086.4404874,36835682546788.0,264250307.62613782,0.44474668457127686
2022-11-02,341102.59599713,223395628.7898574,36835682546788.0,261114027.60219464,0.8198906164662183
2022-11-03,389736.73394773,300302320.6683329,36835682546788.0,264229749.36084372,1.4465499344310884
2022-11-04,408210.53911213,236213410.7696033,36835682546788.0,261376802.98558375,1.6402959991382218
2022-11-05,341897.7453401101,276497868.4202333,36835682546788.0,263930206.69913477,0.8119749585317273
2022-11-06,292387.24848373997,250862304.46074155,36835682546788.0,262241355.81010777,0.22010789228822275
2022-11-07,329833.19726433,263186945.48747677,36766791551487.06,263252481.00568828,0.753835997299329
2022-11-08,427418.5838380298,297875786.9173795,36762198818467.0,268572492.3005113,2.0473995300988217
2022-11-09,431710.6548974302,272291363.5011629,36762198818467.0,267748852.88875136,2.1238696300236684
2022-11-10,413709.52419244003,268636445.8702748,36762198818467.0,269280021.8053455,1.8851075175511236
2022-11-11,383140.3856843002,244879481.2695022,36762198818467.0,265975216.03092626,1.4470584341142185
2022-11-12,272917.7866327701,305185622.17915577,36762198818467.0,269070690.8487877,-0.011253029728126295
2022-11-13,272584.6368909699,235742187.19228196,36762198818467.0,268252269.8598109,-0.01830043770774251
2022-11-14,384274.86507163994,224777434.2996177,36762198818467.0,261680491.87615052,1.4256196702721018
2022-11-15,611626.9137847103,283256116.39382714,36762198818467.0,263078779.7299605,3.9751078103195647
2022-11-16,592252.3599293804,274118822.31660694,36762198818467.0,266701864.9818712,3.464401907122412
2022-11-17,579379.5183785602,252189316.5312784,36762198818467.0,263265221.82922444,3.102862636407933
2022-11-18,731362.3703910299,254016775.34672245,36762198818467.0,264536890.7275901,4.17324309594248
2022-11-19,450051.67524987995,268636445.8702748,36762198818467.0,263975360.5454502,1.4781152464703655
2022-11-20,323331.2659983299,272375605.3694332,36773572356982.41,265512024.89607102,0.2777025437356316
2022-11-21,407939.0101726298,236949653.97082296,36950494067222.0,263637932.6448815,1.0518090568964185
2022-11-22,427587.4038721899,231439196.90173405,36950494067222.0,258892461.92947823,1.2075105390987204
2022-11-23,482435.4912530701,258991482.2471786,36950494067222.0,257942470.4113365,1.6694079205978982
2022-11-24,464256.4483063699,236949653.97082296,36950494067222.0,255679128.13280421,1.4638969602591574
2022-11-25,446212.1409055501,225928739.83264518,36950494067222.0,254325503.7444573,1.2704272624886546
2022-11-26,391693.2662286002,200213273.51023027,36950494067222.0,246827478.83953404,0.7573057389963306
2022-11-27,294217.1232479599,249807387.13203046,36950494067222.0,247832135.97808748,-0.14290159183602089
2022-11-28,378268.63563531014,255317844.20111936,36950494067222.0,250013593.8281948,0.6154798012269499
2022-11-29,381745.01734791993,240623292.0168823,36950494067222.0,246968392.08698443,0.6347739071309553
2022-11-30,458719.22575721,253481025.1780897,36950494067222.0,245494263.7199475,1.311264036006258
2022-12-01,504250.42443010997,281033310.52353424,36950494067222.0,247554549.00510862,1.6854463693463009
2022-12-02,488290.5890384203,229602377.87870446,36950494067222.0,245810663.47167876,1.5035753811928987
2022-12-03,392144.2925222201,240623292.0168823,36950494067222.0,243809723.91072217,0.6378997051668371
2022-12-04,287665.83329164004,257154663.22414896,36950494067222.0,242722513.75748757,-0.28921227015832
2022-12-05,366490.97540701996,268175577.36232677,36950494067222.0,244952936.8568807,0.4027509863748243
2022-12-06,382345.7351993802,231289584.01772717,34464833739061.23,244942250.22230878,0.5326520559552043
2022-12-07,309554.7451012301,292794732.7377177,34244331613176.0,247356768.11449012,-0.11307731153926318
2022-12-08,252211.61542058983,284283257.94883054,34244331613176.0,250737739.82720497,-0.6090251978023663
2022-12-09,237910.7972007599,258748833.58216918,34244331613176.0,253082032.23788524,-0.7315362658684326
2022-12-10,217025.69540671995,262153423.49772403,34244331613176.0,257506328.66556337,-0.9152205204597536
2022-12-11,140659.93983896,250237358.793282,34244331613176.0,257537040.92708135,-1.5537327268714887
2022-12-12,214873.47536277998,243428178.96217236,34244331613176.0,256687779.12429938,-0.8921662020010609
2022-12-13,231727.10256393006,280878668.0332757,34244331613176.0,259563163.12547037,-0.733052923457224
2022-12-14,270655.85079434013,251939653.75105944,34244331613176.0,259453065.1663968,-0.3890862942078161
2022-12-15,358085.82263420045,236618999.1310626,34244331613176.0,256280614.3526488,0.3683572145446965
2022-12-16,284866.27777775994,221298344.51106575,34244331613176.0,255687469.11210316,-0.2594481456059792
2022-12-17,307468.05532591994,234916704.1732852,34244331613176.0,255279855.6947034,-0.0704458914068561
2022-12-18,193904.84579528996,246832768.87772718,34244331613176.0,254542577.5271018,-1.0442916249741026
2022-12-19,301441.47372128983,233961255.1644386,34606598588472.793,252098697.37010983,-0.11845049708621393
2022-12-20,304645.1261645301,246114015.1556391,35364065900457.0,253157585.3085321,-0.09446795965850276
2022-12-21,278346.7094494699,251387886.90897432,35364065900457.0,250199953.46362185,-0.3252515445822111
2022-12-22,287541.23821089993,237324228.90008065,35364065900457.0,246845737.10299686,-0.24449225809721226
2022-12-23,292761.73058063,232050357.14674553,35364065900457.0,244938703.07189518,-0.2077622016633983
2022-12-24,301698.49795383995,156458195.34894204,35364065900457.0,237389043.91841075,-0.14061190054304493
2022-12-25,230836.6897766801,247871972.40675086,35364065900457.0,237220087.7479442,-0.7531801383553695
2022-12-26,296889.79629261006,226776485.39341035,35364065900457.0,236030681.06446126,-0.17403937836660094
2022-12-27,400541.0668842698,202165083.87784645,35364065900457.0,230408282.1962163,0.7148105963795026
2022-12-28,344406.47947443015,295336818.18676704,35364065900457.0,233508079.6559097,0.22133122691911147
2022-12-29,341839.7383941,247871972.40675086,35364065900457.0,234311863.46131596,0.19729281150948616
2022-12-30,360706.96262844995,277757245.6756499,35364065900457.0,238344642.11592916,0.35026673480554166
2022-12-31,202082.96767387,274241331.1734265,35364065900457.0,241153544.04451066,-1.0377873354322416
2023-01-01,117878.59659179999,272483373.92231476,35364065900457.0,242985730.11912408,-1.7403839745864143
2023-01-02,147534.49462474993,274241331.1734265,35364065900457.0,245862878.40548036,-1.4690753656993603
2023-01-03,214074.29408492998,261883481.8059322,34209069922954.273,246989268.88050127,-0.9043475054502593
2023-01-04,249884.05315118996,242356482.01087618,34093570325204.0,246344168.53063712,-0.6030762819121527
2023-01-05,242153.00793760997,266083690.039913,34093570325204.0,248398415.7549109,-0.6746352084055223
2023-01-06,227037.36570185996,305064103.23047346,34093570325204.0,253613683.33232,-0.8240530742977977
2023-01-07,142863.89320487995,260999288.3194051,34093570325204.0,261080904.25878167,-1.5695042164332618
2023-01-08,115008.44625642001,259304487.74590245,34093570325204.0,261897512.4972925,-1.7981853702407162
2023-01-09,187503.11014068004,257609687.17239982,34093570325204.0,264099884.0529346,-1.1700634776952346
2023-01-10,193856.16839924,286421296.9219445,34093570325204.0,270118184.9846559,-1.1175877386117676
2023-01-11,216833.22177786002,249135684.30488667,34093570325204.0,266818103.99309298,-0.9064409471168831
2023-01-12,304524.1287219099,255914886.59889722,34093570325204.0,267392597.8639606,-0.1427422885584107
2023-01-13,317572.3034121199,269473291.1869182,34093570325204.0,266800886.8290512,-0.04278679452084537
2023-01-14,291613.5690333599,289810898.0689498,34093570325204.0,267912998.75015998,-0.28756501190170825
2023-01-15,165977.44711004992,280250606.7848099,34586995580398.72,268467801.0974811,-1.3853254642361261
2023-01-16,216970.65352844997,274688843.2470833,37590453655497.0,268499766.2455994,-0.9201607874121954
2023-01-17,274867.64546698995,291506527.527517,37590453655497.0,270615698.08285546,-0.4061456414670573
2023-01-18,346401.90355646,261608422.14007932,37590453655497.0,271990836.6635128,0.21219479192275142
2023-01-19,338519.46710288,270951580.07365364,37590453655497.0,272338543.0944943,0.13231105324632852
2023-01-20,427979.9043053702,246659369.44636056,37590453655497.0,268166776.39562914,0.9022041070364368
2023-01-21,373161.09932507994,257871158.96664968,37590453655497.0,267943338.584718,0.39894225209134926
2023-01-22,313453.69420077,282163369.59394276,37590453655497.0,269576115.859578,-0.14680028921899527
2023-01-23,340683.95794656005,295243790.7009466,37590453655497.0,272264266.1116171,0.09833338249460012
2023-01-24,388796.75491401023,241053474.68621597,37590453655497.0,269023707.3804936,0.5475029674405247
2023-01-25,298079.86340148014,327010527.67509925,37590453655497.0,274586196.1926517,-0.27338923948266725
2023-01-26,278771.70565508,289637895.9408021,37590453655497.0,276994982.5742163,-0.43902746373174417
2023-01-27,329186.65180187,287769264.3540873,37590453655497.0,278301837.80044264,0.0182499212938777
2023-01-28,267398.2512378299,313930106.5680952,37590453655497.0,280024638.40752447,-0.5457515074102813
2023-01-29,198420.13893433995,311001352.7915209,38858880377385.3,282221120.2651467,-1.1543015658375415
2023-01-30,261711.42321815,269948142.5149194,39350942467773.0,281882498.78427786,-0.5752441164997512
2023-01-31,428281.35266910004,224956785.42909947,39350942467773.0,277128945.777248,0.9170726318506293
2023-02-01,511609.4270867998,267991996.55466637,39350942467773.0,277584915.37828994,1.6322358031297435
2023-02-02,520481.86704688007,283641164.23669064,39350942467773.0,278491314.2470783,1.6773844794552424
2023-02-03,582030.8130412302,260167412.7136542,39350942467773.0,279456174.4804564,2.1355796141866668
2023-02-04,476163.88465611,266035850.5944133,39350942467773.0,280039366.7395824,1.2060526942654948
2023-02-05,323460.02974042,297334185.95846194,39350942467773.0,281122996.4799052,-0.0855641558689579
2023-02-06,422385.87148690986,289509602.11744976,39350942467773.0,280713411.58108395,0.7522933037849276
2023-02-07,512088.87323075,277772726.3559315,39350942467773.0,283336215.271778,1.490827473469057
2023-02-08,424694.8835081301,269948142.5149194,39350942467773.0,279260330.6174794,0.7559661299775928
2023-02-09,485946.64710400044,316895645.5609923,39350942467773.0,281207312.7332073,1.2498924636659396
2023-02-10,583885.5012333099,287553456.1571967,39350942467773.0,281191897.86200076,1.9924018667557029
2023-02-11,490186.31190135004,291465748.0777028,39350942467773.0,279587300.8269728,1.2020111349368765
2023-02-12,411481.01416915,313943411.7760057,39226483659863.44,279797447.89729315,0.5624675598035281
2023-02-13,525699.4142483402,303650131.9290037,39156400059293.0,282204732.855442,1.5146412087367878
2023-02-14,566478.9006881601,299757181.5196575,39156400059293.0,287547618.29048187,1.8598640514171803
2023-02-15,801902.7758068796,317275458.3617154,39156400059293.0,291067865.56241393,3.5726782816320526
2023-02-16,769736.47294442,348419061.63648504,39156400059293.0,295694858.23382777,3.2841109083163023
2023-02-17,643443.67522734,321168408.7710616,39156400059293.0,300052072.23792833,2.236870514230997
2023-02-18,491165.8894959701,327007834.38508093,39156400059293.0,304407213.9372617,1.0721144041878754
2023-02-19,381216.49748233,315328983.1570423,39156400059293.0,305692556.5943032,0.25391449684018796
2023-02-20,468425.61118263996,286131855.0869458,39156400059293.0,305451288.9492672,0.8996192676537592
2023-02-21,431453.01103933976,325061359.18040776,39156400059293.0,308829048.4367298,0.6305820220085079
2023-02-22,442795.57905320986,272506528.65423405,39156400059293.0,309011790.30382365,0.7181986089002728
2023-02-23,460300.6050843199,332847259.9991002,39156400059293.0,310151191.33511704,0.8472908833408718
2023-02-24,437292.95495214994,262774152.6308686,39156400059293.0,308381241.0832366,0.6701110056818855
2023-02-25,373242.65403232997,227840889.77873334,42835295924696.13,303836608.3475959,0.18550276268326296
2023-02-26,350562.9690279199,359556658.1833338,43053844193928.0,307094697.37669075,0.018367408227253114
2023-02-27,536701.2131351097,299630548.4861114,43053844193928.0,306807584.273627,1.3817984265289212
2023-02-28,603782.2707730898,293209893.8756949,43053844193928.0,306339920.8704868,1.8365682433321977
2023-03-01,614328.8338118796,363837094.5902782,43053844193928.0,309665752.0296698,1.8790828674667652
2023-03-02,560736.2281539602,308191421.3000004,43053844193928.0,306792349.14849234,1.4778451533258177
2023-03-03,626254.6810657501,359556658.1833338,43053844193928.0,309534366.96365464,1.8878562489488124
2023-03-04,452361.9804699801,325313166.92777824,43053844193928.0,309413319.2881331,0.6592661339079078
2023-03-05,394378.3145821898,331733821.53819484,43053844193928.0,310585093.45821536,0.2523484184633116
2023-03-06,539809.1165314703,282508802.8583337,43053844193928.0,310326304.01331455,1.243881862782873
2023-03-07,572685.2245025501,353136003.57291716,43053844193928.0,312331635.75563663,1.4349538636224575
2023-03-08,579385.60012384,284649021.0618059,43053844193928.0,313198956.6418918,1.4432902364367821
2023-03-09,958146.1438953496,288929457.4687504,43053844193928.0,310061970.74686676,3.6594644787869433
2023-03-10,879028.5698881898,291564668.6842239,43127061549760.65,312118436.1792493,2.9730964191026414
2023-03-11,552974.0342969402,357219695.9219277,43551722213590.0,321359779.4751917,1.0020374332613058
2023-03-12,441215.24970483984,348559824.50563854,43551722213590.0,320574291.35535634,0.31612778672799685
2023-03-13,602960.2307499597,339899953.08934945,43551722213590.0,323450677.3984448,1.2648036833858376
2023-03-14,945607.8013802001,316085306.6945542,43551722213590.0,325084635.4569348,3.108712503626549
2023-03-15,829303.8942761003,318250274.5486265,43551722213590.0,321828434.02538824,2.3399021807041023
2023-03-16,826660.6846077396,290105692.4456867,43551722213590.0,320536596.25008005,2.2318972247414774
