date,Tx_Fees_USD,Hash_Rate_THs,Network_Difficulty,Hash_Rate_14d_MA,Tx_Fees_Spike_Zscore
2021-04-08,5237750.288578641,154122560.82418784,23137439666472.0,164529618.59325263,
2021-04-09,6856015.940104296,174825591.38266087,23137439666472.0,166458288.05658624,
2021-04-10,5392473.672499956,180576433.20445892,23137439666472.0,167012040.2159055,
2021-04-11,3799375.034562434,166774412.8321436,23137439666472.0,166579933.77720228,
2021-04-12,5521992.880361168,165624244.467784,23137439666472.0,166686782.618759,
2021-04-13,6350802.34257512,163323907.73906472,23137439666472.0,167017515.54612154,
2021-04-14,8790846.152798707,155272729.1885475,23137439666472.0,165919137.81659,
2021-04-15,10188549.816228364,198514005.70963436,23217560568175.21,168841087.9408503,
2021-04-16,8654721.85556124,120743465.5644424,23581981443664.0,166000066.45377707,
2021-04-17,10048484.461639743,106676265.69285686,23581981443664.0,162857510.02247334,
2021-04-18,12476165.523354191,145361065.33971703,23581981443664.0,161245830.31841716,
2021-04-19,12351427.720684322,113709865.62864962,23581981443664.0,156551801.80331364,
2021-04-20,16903066.469236225,150050131.96357888,23581981443664.0,155439365.1958704,
2021-04-21,14191444.152411666,118398932.25251147,23581981443664.0,150998115.12787414,
2021-04-22,16131777.906998474,167634131.8030608,23581981443664.0,151963227.34065077,
2021-04-23,13449168.615648933,158255998.5553371,23581981443664.0,150779684.99584195,
2021-04-24,8436390.177821115,169978665.11499172,23581981443664.0,150022701.56088,
2021-04-25,5771401.265578174,165289598.49112985,23581981443664.0,149916643.39366475,
2021-04-26,9090410.378321573,133638398.78006244,23581981443664.0,147631940.13025606,
2021-04-27,8851481.485113187,166461865.14709532,23581981443664.0,147856079.9451154,
2021-04-28,7443013.032134759,166461865.14709532,23581981443664.0,148655303.9421545,
2021-04-29,7790812.84611359,143016532.0277861,23581981443664.0,144691198.67916536,
2021-04-30,8109470.678177836,169978665.11499172,23581981443664.0,148207998.64706174,
2021-05-01,6056552.391225515,158954589.9843886,23004465874892.836,151942164.66788542,
2021-05-02,4835523.6296327105,189527186.50027975,20608845737768.0,155096887.60792562,
2021-05-03,6436473.553799337,181331416.27324066,20608845737768.0,159926998.36825353,
2021-05-04,5497091.92912356,185429301.3867602,20608845737768.0,162454081.8984808,
2021-05-05,5618412.242955813,160841990.70564282,20608845737768.0,165485728.93084732,
2021-05-06,6232192.355571224,174160117.3245814,20608845737768.0,165951870.75381306,
2021-05-07,6203291.381208557,176209059.88134116,20608845737768.0,167234232.27709907,
2021-05-08,5108566.170966267,175184588.60296133,20608845737768.0,167606083.9548112,
2021-05-09,4061657.140035584,190551657.77865964,20608845737768.0,169410516.76106334,
2021-05-10,5826701.432634164,184404830.1083803,20608845737768.0,173036690.4273717,
2021-05-11,4569327.254052799,176209059.88134116,20608845737768.0,173732918.622675,
2021-05-12,4310769.8944145525,176209059.88134116,20608845737768.0,174429146.8179783,
2021-05-13,3571243.821192496,185896531.25400168,23227330060562.566,177492003.90556508,
2021-05-14,3682592.1994276666,166839065.28467855,25046487590083.0,177267746.77482846,
2021-05-15,3116945.152075572,153143321.1195184,25046487590083.0,176852656.14162347,
2021-05-16,2465303.782950687,164348929.98192218,25046487590083.0,175054209.24745506,
2021-05-17,3372348.388394168,150653185.81676203,25046487590083.0,172862907.0719923,
2021-05-18,2962920.36571643,124506765.13781983,25046487590083.0,168511297.3399251,
