date,Stablecoin_Cap,M2_USA,M2_EU,M2_Japan,M2_China,M2_UK,M2_USA_idx,M2_EU_idx,M2_Japan_idx,M2_China_idx,M2_UK_idx,Global_M2_Index,GBTC_Close,GBTC_Volume,GBTC_High,GBTC_Low,BITO_Close,BITO_Volume,BITO_High,BITO_Low,IBIT_Close,IBIT_Volume,IBIT_High,IBIT_Low,FBTC_Close,FBTC_Volume,FBTC_High,FBTC_Low,ETF_Total_Volume,ETF_IBIT_Flow_Proxy,Transactions,Hash_Rate,Tx_Volume,Mempool_Size,Unique_Addresses,Coinglass_funding_rate_open,Coinglass_funding_rate_high,Coinglass_funding_rate_low,Coinglass_funding_rate_close,Coinglass_oi_open,Coinglass_oi_high,Coinglass_oi_low,Coinglass_oi_close,Coinglass_long_ratio,Coinglass_short_ratio,Coinglass_long_short_ratio,ETF_Volume_ZScore,M2_MoM_Chg,M2_YoY_Chg
2017-01-26,,13378.735483870967,11445950190834.877,962435274193548.4,157842446665733.25,2680041387096.7744,86.63188642166757,87.9343918845767,9.624352741935483e+16,1.5784244666573326e+16,92.28363650783363,2.240555441718569e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-27,,13380.912903225806,11447083196726.764,962565845161290.4,157870344563769.56,2681148322580.645,86.64598595644559,87.94309628940492,9.625658451612904e+16,1.5787034456376954e+16,92.32175234900048,2.2408723794501252e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-28,,13383.090322580645,11448216202618.65,962696416129032.2,157898242461805.84,2682255258064.516,86.66008549122361,87.95180069423314,9.626964161290323e+16,1.5789824246180584e+16,92.35986819016733,2.2411893171816816e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-29,,13385.267741935482,11449349208510.537,962826987096774.2,157926140359842.12,2683362193548.387,86.67418502600162,87.96050509906136,9.628269870967742e+16,1.5792614035984212e+16,92.39798403133419,2.2415062549132384e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,,13387.445161290321,11450482214402.426,962957558064516.1,157954038257878.4,2684469129032.2583,86.68828456077964,87.9692095038896,9.629575580645162e+16,1.5795403825787842e+16,92.43609987250105,2.2418231926447948e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,,13389.62258064516,11451615220294.312,963088129032258.1,157981936155914.72,2685576064516.129,86.70238409555766,87.97791390871782,9.630881290322581e+16,1.579819361559147e+16,92.47421571366789,2.242140130376351e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004258709878466771,
2017-02-01,,13391.8,11452748226186.2,963218700000000.0,158009834053951.0,2686683000000.0,86.71648363033567,87.98661831354605,9.632187e+16,1.58009834053951e+16,92.51233155483474,2.2424570681079076e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004258105410614332,
2017-02-02,,13393.974999999999,11456447417446.117,963218700000000.0,158044719781236.72,2687599642857.143,86.73056749896394,88.01503763465807,9.632187e+16,1.5804471978123672e+16,92.54389492420782,2.176564550891371e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02538941899585112,
2017-02-03,,13396.15,11460146608706.035,963218700000000.0,158079605508522.44,2688516285714.2856,86.7446513675922,88.0434569557701,9.632187e+16,1.5807960550852242e+16,92.57545829358091,2.1106720336748344e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.055028529638490586,
2017-02-04,,13398.324999999999,11463845799965.953,963218700000000.0,158114491235808.16,2689432928571.4287,86.75873523622046,88.07187627688214,9.632187e+16,1.5811449123580814e+16,92.60702166295398,2.044779516458298e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08465923009844822,
2017-02-05,,13400.5,11467544991225.871,963218700000000.0,158149376963093.84,2690349571428.5713,86.77281910484872,88.10029559799416,9.632187e+16,1.5814937696309386e+16,92.63858503232706,1.9788869992417616e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11428152395483637,
2017-02-06,,13402.675,11471244182485.79,963218700000000.0,158184262690379.56,2691266214285.7144,86.786902973477,88.12871491910619,9.632187e+16,1.5818426269037958e+16,92.67014840170013,1.912994482025225e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1438954147847371,
2017-02-07,,13404.85,11474943373745.707,963218700000000.0,158219148417665.28,2692182857142.857,86.80098684210526,88.15713424021821,9.632187e+16,1.5821914841766528e+16,92.70171177107322,1.8471019648086884e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1735009061632028,
2017-02-08,,13407.025,11478642565005.625,963218700000000.0,158254034144951.0,2693099500000.0,86.81507071073352,88.18555356133024,9.632187e+16,1.58254034144951e+16,92.7332751404463,1.7812094475921518e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.20309800166325864,
2017-02-09,,13409.199999999999,11482341756265.543,963218700000000.0,158288919872236.72,2694016142857.143,86.82915457936178,88.21397288244228,9.632187e+16,1.5828891987223672e+16,92.76483850981937,1.7153169303756152e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23268670485590315,
2017-02-10,,13411.375,11486040947525.46,963218700000000.0,158323805599522.44,2694932785714.2856,86.84323844799005,88.2423922035543,9.632187e+16,1.5832380559952242e+16,92.79640187919246,1.6494244131590788e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2622670193101102,
2017-02-11,,13413.55,11489740138785.379,963218700000000.0,158358691326808.16,2695849428571.4287,86.85732231661831,88.27081152466633,9.632187e+16,1.5835869132680814e+16,92.82796524856553,1.5835318959425422e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29183894859283044,
2017-02-12,,13415.725,11493439330045.297,963218700000000.0,158393577054093.84,2696766071428.5713,86.87140618524657,88.29923084577835,9.632187e+16,1.5839357705409386e+16,92.85952861793861,1.5176393787260056e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3214024962689922,
2017-02-13,,13417.9,11497138521305.215,963218700000000.0,158428462781379.56,2697682714285.7144,86.88549005387483,88.3276501668904,9.632187e+16,1.5842846278137958e+16,92.89109198731168,1.4517468615094692e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.35095766590150324,
2017-02-14,,13420.075,11500837712565.133,963218700000000.0,158463348508665.28,2698599357142.857,86.8995739225031,88.35606948800242,9.632187e+16,1.5846334850866528e+16,92.92265535668477,1.3858543442929326e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38050446105125246,
2017-02-15,,13422.25,11504536903825.05,963218700000000.0,158498234235951.0,2699516000000.0,86.91365779113136,88.38448880911444,9.632187e+16,1.58498234235951e+16,92.95421872605785,1.319961827076396e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4100428852771112,
2017-02-16,,13424.425,11508236095084.967,963218700000000.0,158533119963236.72,2700432642857.143,86.92774165975963,88.41290813022647,9.632187e+16,1.5853311996323672e+16,92.98578209543092,1.2540693098598596e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.439572942135934,
2017-02-17,,13426.6,11511935286344.885,963218700000000.0,158568005690522.44,2701349285714.2856,86.9418255283879,88.4413274513385,9.632187e+16,1.5856800569052242e+16,93.01734546480401,1.188176792643323e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.46909463518256134,
2017-02-18,,13428.775,11515634477604.803,963218700000000.0,158602891417808.16,2702265928571.4287,86.95590939701616,88.46974677245053,9.632187e+16,1.5860289141780814e+16,93.04890883417708,1.1222842754267864e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.49860796796981977,
2017-02-19,,13430.95,11519333668864.72,963218700000000.0,158637777145093.84,2703182571428.5713,86.96999326564442,88.49816609356256,9.632187e+16,1.5863777714509386e+16,93.08047220355016,1.05639175821025e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5281129440485238,
2017-02-20,,13433.125,11523032860124.639,963218700000000.0,158672662872379.56,2704099214285.7144,86.98407713427268,88.52658541467459,9.632187e+16,1.5867266287237958e+16,93.11203557292323,9904992409937134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.557609566967478,
2017-02-21,,13435.300000000001,11526732051384.557,963218700000000.0,158707548599665.28,2705015857142.857,86.99816100290094,88.55500473578661,9.632187e+16,1.5870754859966528e+16,93.14359894229632,9246067237771768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.587097840273477,
2017-02-22,,13437.475,11530431242644.475,963218700000000.0,158742434326951.0,2705932500000.0,87.0122448715292,88.58342405689865,9.632187e+16,1.58742434326951e+16,93.1751623116694,8587142065606404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6165777675113084,
2017-02-23,,13439.65,11534130433904.393,963218700000000.0,158777320054236.72,2706849142857.143,87.02632874015747,88.61184337801068,9.632187e+16,1.5877732005423672e+16,93.20672568104247,7928216893441038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6460493522237533,
2017-02-24,,13441.825,11537829625164.31,963218700000000.0,158812205781522.44,2707765785714.2856,87.04041260878573,88.6402626991227,9.632187e+16,1.5881220578152242e+16,93.23828905041556,7269291721275672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6755125979515878,
2017-02-25,,13444.0,11541528816424.229,963218700000000.0,158847091508808.16,2708682428571.4287,87.054496477414,88.66868202023473,9.632187e+16,1.5884709150880814e+16,93.26985241978863,6610366549110308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7049675082335847,
2017-02-26,,13446.175000000001,11545228007684.146,963218700000000.0,158881977236093.84,2709599071428.5713,87.06858034604227,88.69710134134675,9.632187e+16,1.5888197723609386e+16,93.30141578916171,5951441376944942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7344140866065147,
2017-02-27,,13448.35,11548927198944.064,963218700000000.0,158916862963379.56,2710515714285.7144,87.08266421467053,88.72552066245879,9.632187e+16,1.5891686296337958e+16,93.33297915853478,5292516204779576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7638523366051482,
2017-02-28,,13450.525000000001,11552626390203.982,963218700000000.0,158951748690665.28,2711432357142.857,87.09674808329879,88.75393998357082,9.632187e+16,1.5895174869066528e+16,93.36454252790787,4633591032614210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7932822617622559,
2017-03-01,,13452.7,11556325581463.9,963218700000000.0,158986634417951.0,2712349000000.0,87.11083195192705,88.78235930468284,9.632187e+16,1.58986634417951e+16,93.39610589728095,3974665860448842.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.822703865608611,
2017-03-02,,13454.506451612904,11557888251172.459,963218700000000.0,159019389399958.25,2712888322580.645,87.1225293437429,88.7943646347994,9.632187e+16,1.5901938939995826e+16,93.41467674817613,3975484734999024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8226924052988729,
2017-03-03,,13456.312903225808,11559450920881.016,963218700000000.0,159052144381965.53,2713427645161.2905,87.13422673555873,88.80636996491593,9.632187e+16,1.5905214438196552e+16,93.43324759907134,3976303609549205.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8226809482286211,
2017-03-04,,13458.119354838711,11561013590589.574,963218700000000.0,159084899363972.78,2713966967741.9355,87.14592412737457,88.81837529503248,9.632187e+16,1.5908489936397278e+16,93.45181844996652,3977122484099387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.81727523392446,
2017-03-05,,13459.925806451614,11562576260298.133,963218700000000.0,159117654345980.03,2714506290322.5806,87.1576215191904,88.83038062514902,9.632187e+16,1.5911765434598004e+16,93.47038930086173,3977941358649568.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8115320004632041,
2017-03-06,,13461.732258064518,11564138930006.691,963218700000000.0,159150409327987.28,2715045612903.2256,87.16931891100624,88.84238595526557,9.632187e+16,1.591504093279873e+16,93.48896015175691,3978760233199750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8054186184292749,
2017-03-07,,13463.53870967742,11565701599715.248,963218700000000.0,159183164309994.56,2715584935483.871,87.18101630282207,88.8543912853821,9.632187e+16,1.5918316430999454e+16,93.50753100265212,3979579107749931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7988981124604506,
2017-03-08,,13465.345161290323,11567264269423.807,963218700000000.0,159215919292001.8,2716124258064.516,87.19271369463792,88.86639661549866,9.632187e+16,1.592159192920018e+16,93.5261018535473,3980397982300112.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7919284127737685,
2017-03-09,,13467.151612903226,11568826939132.365,963218700000000.0,159248674274009.06,2716663580645.161,87.20441108645375,88.8784019456152,9.632187e+16,1.5924867427400906e+16,93.5446727044425,3981216856850294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7844614464874632,
2017-03-10,,13468.95806451613,11570389608840.922,963218700000000.0,159281429256016.3,2717202903225.8066,87.21610847826959,88.89040727573175,9.632187e+16,1.5928142925601632e+16,93.56324355533769,3982035731400475.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7764420272538184,
2017-03-11,,13470.764516129033,11571952278549.48,963218700000000.0,159314184238023.6,2717742225806.4517,87.22780587008542,88.90241260584828,9.632187e+16,1.5931418423802358e+16,93.5818144062329,3982854605950657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7678064889688634,
2017-03-12,,13472.570967741936,11573514948258.04,963218700000000.0,159346939220030.84,2718281548387.0967,87.23950326190126,88.91441793596483,9.632187e+16,1.5934693922003084e+16,93.60038525712808,3983673480500838.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7584809919921663,
2017-03-13,,13474.37741935484,11575077617966.598,963218700000000.0,159379694202038.1,2718820870967.7417,87.25120065371709,88.92642326608139,9.632187e+16,1.593796942020381e+16,93.61895610802328,3984492355051020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7483794064861959,
2017-03-14,,13476.183870967743,11576640287675.154,963218700000000.0,159412449184045.34,2719360193548.387,87.26289804553294,88.93842859619792,9.632187e+16,1.5941244918404536e+16,93.63752695891847,3985311229601201.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7374006443515783,
2017-03-15,,13477.990322580647,11578202957383.713,963218700000000.0,159445204166052.62,2719899516129.032,87.27459543734876,88.95043392631447,9.632187e+16,1.5944520416605262e+16,93.65609780981367,3986130104151383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7254252645666641,
2017-03-16,,13479.79677419355,11579765627092.271,963218700000000.0,159477959148059.88,2720438838709.6772,87.28629282916461,88.96243925643101,9.632187e+16,1.5947795914805988e+16,93.67466866070886,3986948978701564.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7123111101018542,
2017-03-17,,13481.603225806452,11581328296800.828,963218700000000.0,159510714130067.12,2720978161290.3228,87.29799022098044,88.97444458654756,9.632187e+16,1.5951071413006712e+16,93.69323951160406,3987767853251745.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6978876380020538,
2017-03-18,,13483.409677419355,11582890966509.387,963218700000000.0,159543469112074.38,2721517483870.968,87.30968761279628,88.9864499166641,9.632187e+16,1.5954346911207438e+16,93.71181036249925,3988586727801927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.681948461983521,
2017-03-19,,13485.216129032258,11584453636217.945,963218700000000.0,159576224094081.66,2722056806451.613,87.32138500461211,88.99845524678065,9.632187e+16,1.5957622409408164e+16,93.73038121339445,3989405602352108.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6642414136471286,
2017-03-20,,13487.022580645162,11586016305926.502,963218700000000.0,159608979076088.9,2722596129032.2583,87.33308239642795,89.01046057689719,9.632187e+16,1.596089790760889e+16,93.74895206428964,3990224476902290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6444551024841836,
2017-03-21,,13488.829032258065,11587578975635.06,963218700000000.0,159641734058096.16,2723135451612.9033,87.34477978824378,89.02246590701374,9.632187e+16,1.5964173405809616e+16,93.76752291518484,3991043351452471.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6222004459582173,
2017-03-22,,13490.635483870969,11589141645343.62,963218700000000.0,159674489040103.4,2723674774193.5483,87.35647718005963,89.03447123713029,9.632187e+16,1.5967448904010342e+16,93.78609376608003,3991862226002653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5969848273686876,
2017-03-23,,13492.441935483872,11590704315052.178,963218700000000.0,159707244022110.7,2724214096774.1934,87.36817457187546,89.04647656724683,9.632187e+16,1.5970724402211068e+16,93.80466461697523,3992681100552834.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5681752038053489,
2017-03-24,,13494.248387096775,11592266984760.734,963218700000000.0,159739999004117.94,2724753419354.839,87.3798719636913,89.05848189736338,9.632187e+16,1.5973999900411794e+16,93.82323546787042,3993499975103016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5349442288723794,
2017-03-25,,13496.054838709679,11593829654469.293,963218700000000.0,159772753986125.2,2725292741935.484,87.39156935550713,89.07048722747992,9.632187e+16,1.597727539861252e+16,93.84180631876562,3994318849653197.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4961895085189115,
2017-03-26,,13497.861290322582,11595392324177.852,963218700000000.0,159805508968132.44,2725832064516.129,87.40326674732297,89.08249255759647,9.632187e+16,1.5980550896813246e+16,93.86037716966081,3995137724203379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4504089425231814,
2017-03-27,,13499.667741935484,11596954993886.408,963218700000000.0,159838263950139.72,2726371387096.7744,87.4149641391388,89.094497887713,9.632187e+16,1.598382639501397e+16,93.87894802055601,3995956598753560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.395501509777642,
2017-03-28,,13501.474193548387,11598517663594.967,963218700000000.0,159871018932146.97,2726910709677.4194,87.42666153095465,89.10650321782956,9.632187e+16,1.5987101893214696e+16,93.8975188714512,3996775473303741.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.32843571495357493,
2017-03-29,,13503.28064516129,11600080333303.525,963218700000000.0,159903773914154.22,2727450032258.0645,87.43835892277048,89.11850854794609,9.632187e+16,1.5990377391415422e+16,93.9160897223464,3997594347853923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24467036222888316,
2017-03-30,,13505.087096774194,11601643003012.084,963218700000000.0,159936528896161.47,2727989354838.7095,87.45005631458632,89.13051387806264,9.632187e+16,1.5993652889616148e+16,93.93466057324159,3998413222404104.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13708111176392423,
