Date,M2_Raw,TGA_Raw,RRP_Raw,Fed_Net_Liquidity,Fed_Net_Liq_90d_MA,Fed_Net_Liq_90d_Std,Fed_Liq_ZScore,Fed_Liq_Pct30d,Stablecoins_Total_MCap,Stablecoins_Delta_30d,Stablecoins_PctChange_14d
2018-11-20,,,,,,,,,304609716.0,163705994.0,0.023991630940634057
2018-11-21,,,,,,,,,318379904.0,177476182.0,0.0720335695369223
2018-11-22,,,,,,,,,325237362.0,174359297.0,0.0959781021232955
2018-11-23,,,,,,,,,327133218.0,110437004.0,0.1004900040559249
2018-11-24,,,,,,,,,332356551.0,75930856.0,0.1231355185811378
2018-11-25,,,,,,,,,331363614.0,75524697.0,0.11978007753730124
2018-11-26,,,,,,,,,331307966.0,63234938.0,0.12219207231043505
2018-11-27,,,,,,,,,327655910.0,59466537.0,0.12465321172286603
2018-11-28,,,,,,,,,329757061.0,61592499.0,0.11311794693907551
2018-11-29,,,,,,,,,334072556.0,66934968.0,0.12043424609528963
2018-11-30,,,,,,,,,344887528.0,70159968.0,0.153177896049715
2018-12-01,,,,,,,,,366524022.0,94744502.0,0.21319393305888323
2018-12-02,,,,,,,,,368084838.0,99594472.0,0.21424923464756862
2018-12-03,,,,,,,,,368085838.0,76731407.0,0.21345514746725835
2018-12-04,,,,,,,,,386271210.0,92994823.0,0.2680856509514622
2018-12-05,,,,,,,,,376981220.0,83729833.0,0.18406097641137542
2018-12-06,,,,,,,,,365261948.0,67789091.0,0.12306269413167858
2018-12-07,,,,,,,,,373902428.0,76915549.0,0.14296686312057738
2018-12-08,,,,,,,,,380712245.0,83956898.0,0.14549342823093614
2018-12-09,,,,,,,,,384611733.0,87350316.0,0.1606939227793429
2018-12-10,,,,,,,,,384773965.0,88855489.0,0.1613785495275415
2018-12-11,,,,,,,,,386340454.0,90421978.0,0.17910418279957163
2018-12-12,,,,,,,,,379942737.0,84709885.0,0.1521898449962229
2018-12-13,,,,,,,,,375922747.0,84583242.0,0.12527275960974182
2018-12-14,,,,,,,,,373910382.0,77664093.0,0.08415164841797362
2018-12-15,,,,,,,,,380734323.0,82570859.0,0.03877044926676043
2018-12-16,,,,,,,,,380986155.0,81910419.0,0.0350498463074429
2018-12-17,,,,,,,,,380970596.0,78855648.0,0.03500476429631072
2018-12-18,,,,,,,,,388247787.0,85109990.0,0.0051170704645577825
2018-12-19,,,,,,,,,388477702.0,85140707.0,0.030496166360753918
2018-12-20,,,,,,,,,396733497.0,92123781.0,0.08616158669777452
2018-12-21,,,,,,,,,400311587.0,81931683.0,0.07063115139760479
2018-12-22,,,,,,,,,409245579.0,84008217.0,0.07494724526131269
2018-12-23,,,,,,,,,409218479.0,82085261.0,0.06397814702132343
2018-12-24,,,,,,,,,409194666.0,76838115.0,0.06346765431491708
2018-12-25,,,,,,,,,408179787.0,76816173.0,0.05652872427384992
2018-12-26,,,,,,,,,408225191.0,76917225.0,0.07443872785492944
2018-12-27,,,,,,,,,405858099.0,78202189.0,0.07963165900147029
2018-12-28,,,,,,,,,411743276.0,81986215.0,0.10118171578343604
2018-12-29,,,,,,,,,411930495.0,77857939.0,0.08193685232838854
2018-12-30,,,,,,,,,416464649.0,71577121.0,0.09312279077437857
2018-12-31,,,,,,,,,416521587.0,49997565.0,0.09331688947458816
2019-01-01,,,,,,,,,417518181.0,49433343.0,0.07539101311091301
2019-01-02,,,,,,,,,425353589.0,57267751.0,0.09492407623436772
2019-01-03,,,,,,,,,440163226.0,53892016.0,0.10946826856921543
2019-01-04,,,,,,,,,444148186.0,67166966.0,0.10950619573247566
2019-01-05,,,,,,,,,654830313.0,289568365.0,0.600091354927013
2019-01-06,,,,,,,,,655780524.0,281878096.0,0.6025193329551475
2019-01-07,,,,,,,,,665973024.0,285260779.0,0.6275212737010605
2019-01-08,,,,,,,,,675930959.0,291319226.0,0.6559638191981318
2019-01-09,,,,,,,,,683973309.0,299199344.0,0.6754804065974458
2019-01-10,,,,,,,,,701285519.0,314945065.0,0.7279081549140158
2019-01-11,,,,,,,,,703271358.0,323328621.0,0.7080336194731205
2019-01-12,,,,,,,,,712337923.0,336415176.0,0.7292672711691326
2019-01-13,,,,,,,,,722140778.0,348230396.0,0.7339785735331403
2019-01-14,,,,,,,,,729353456.0,348619133.0,0.7510579973853793
2019-01-15,,,,,,,,,729419513.0,348433358.0,0.7470365272548454
2019-01-16,,,,,,,,,727053135.0,346082539.0,0.7092911728082303
2019-01-17,,,,,,,,,683920960.0,295673173.0,0.5537894117488134
2019-01-18,,,,,,,,,683957819.0,295480117.0,0.539931582654263
2019-01-19,,,,,,,,,690991476.0,294257979.0,0.05522218853054217
2019-01-20,,,,,,,,,695763164.0,295451577.0,0.06096954474360072
