timestamp,MVRV_V10,MVRV_Pct6m,ExchangeFlow_V10,OBV_Momentum,STH_SOPR,FearGreed_Normalized,Hashrate_7dMA,Hashrate_Chg30d,ActiveAddresses_7d,Puell_Multiple
2020-02-08,,,0.25091419584847713,17872.777129126436,,,108111688.52254264,,528085.0,
2020-02-09,,,0.2802836539241732,20709.17669382265,,,108111688.52254264,,528085.0,
2020-02-10,,,0.3066458205195405,23271.2025410669,,,108111688.52254264,,531688.5714285715,
2020-02-11,,,0.34180446110744933,26789.043748914337,,,110195057.04486184,,531688.5714285715,
2020-02-12,,,0.37962369765510734,31000.595168242522,,,110195057.04486184,,531688.5714285715,
2020-02-13,,,0.3947263214544012,33103.39743431454,,,110195057.04486184,,531688.5714285715,
2020-02-14,,,0.4115958970019604,35235.368897561755,,,110195057.04486184,,531984.8571428572,
2020-02-15,,,0.41713961800794624,36285.2454256816,,,112021251.74423328,,531984.8571428572,
2020-02-16,,,0.38332717509861175,33708.759147299425,,,112021251.74423328,,531984.8571428572,
2020-02-17,,,0.3483497572866651,30850.617567183537,,,112021251.74423328,,531984.8571428572,
2020-02-18,,,0.314810170226999,28143.389845358135,,,112021251.74423328,,535522.8571428572,
2020-02-19,,,0.2640149846854307,23937.49591779108,,,111218628.43386729,,535522.8571428572,
2020-02-20,,,0.2063469901042712,19017.22996328812,,,111218628.43386729,,535522.8571428572,
2020-02-21,,,0.16339078028411133,15351.207143630789,,,111218628.43386729,,535522.8571428572,
2020-02-22,,,0.12855410411370927,12339.031243935722,,,111218628.43386729,,544738.1428571428,
2020-02-23,,,0.13242262101430918,13049.24913121332,,,111890550.36783841,,544738.1428571428,
2020-02-24,,,0.153012789525757,15448.32732924346,,,111890550.36783841,,544738.1428571428,
2020-02-25,,,0.1455969612285806,14956.359060393079,,,111890550.36783841,,544738.1428571428,
2020-02-26,,,0.09491817063881836,9795.256198667892,,,111890550.36783841,,546907.5714285715,
2020-02-27,,,0.043479423204201485,4462.867975142464,,,110923791.02192943,,546907.5714285715,
2020-02-28,,,-0.03240583693395691,-3289.5081065152626,,,110923791.02192943,,546907.5714285715,
2020-02-29,,,-0.12007441881310187,-12037.127092051785,,,110923791.02192943,,546907.5714285715,
2020-03-01,,,-0.23114965376771657,-22861.26118618394,,,110923791.02192943,,547573.7142857143,
2020-03-02,,,-0.3326276774620443,-32722.079210592055,,,111055647.22906828,,547573.7142857143,
2020-03-03,,,-0.3927891354732299,-38531.60716574763,,,111055647.22906828,,547573.7142857143,
